seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_28916	295	No terminal repeats	NA	1	11	0.5604	NA	0	0.0000	Unclassified
k127_30662	295	No terminal repeats	NA	1	11	0.5604	NA	0	0.0000	Unclassified
k127_8366	301	No terminal repeats	NA	1	11	0.5604	NA	0	0.0000	Unclassified
k127_40891	298	No terminal repeats	NA	1	11	0.5604	NA	0	0.0000	Unclassified
k127_9698	289	No terminal repeats	NA	1	11	0.5604	NA	0	0.0000	Unclassified
k127_22208	292	No terminal repeats	NA	1	11	0.5604	NA	0	0.0000	Unclassified
k127_717	274	No terminal repeats	NA	0	11	0.5603	NA	0	0.0000	Unclassified
k127_15678	300	No terminal repeats	NA	1	11	0.5603	NA	0	0.0000	Unclassified
k127_36815	290	No terminal repeats	NA	1	11	0.5603	NA	0	0.0000	Unclassified
k127_11627	298	No terminal repeats	NA	2	11	0.5603	NA	0	0.0000	Unclassified
k127_44337	301	No terminal repeats	NA	2	11	0.5603	NA	0	0.0000	Unclassified
k127_31124	300	No terminal repeats	NA	1	11	0.5603	NA	0	0.0000	Unclassified
k127_12979	484	No terminal repeats	NA	1	11	0.5603	NA	0	0.0000	Unclassified
k127_41609	299	No terminal repeats	NA	1	11	0.5603	NA	0	0.0000	Unclassified
k127_41758	319	No terminal repeats	NA	1	11	0.5603	NA	0	0.0000	Unclassified
k127_5940	300	No terminal repeats	NA	1	11	0.5603	NA	0	0.0000	Unclassified
k127_30663	301	No terminal repeats	NA	1	11	0.5602	NA	1	1.6328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9196	300	No terminal repeats	NA	1	15	0.5602	NA	0	0.0000	Unclassified
k127_10109	295	No terminal repeats	NA	1	11	0.5602	NA	0	0.0000	Unclassified
k127_31000	402	No terminal repeats	NA	2	11	0.5602	NA	0	0.0000	Unclassified
k127_15625	300	No terminal repeats	NA	1	11	0.5602	NA	0	0.0000	Unclassified
k127_39232	261	No terminal repeats	NA	1	11	0.5602	NA	0	0.0000	Unclassified
k127_5153	294	No terminal repeats	NA	2	11	0.5602	NA	0	0.0000	Unclassified
k127_29589	301	No terminal repeats	NA	1	11	0.5602	NA	0	0.0000	Unclassified
k127_44666	293	No terminal repeats	NA	1	11	0.5602	NA	0	0.0000	Unclassified
k127_18108	301	No terminal repeats	NA	1	11	0.5602	NA	0	0.0000	Unclassified
k127_40217	300	No terminal repeats	NA	1	11	0.5602	NA	0	0.0000	Unclassified
k127_23536	301	No terminal repeats	NA	1	11	0.5602	NA	0	0.0000	Unclassified
k127_31903	296	No terminal repeats	NA	1	11	0.5602	NA	0	0.0000	Unclassified
k127_18493	296	No terminal repeats	NA	1	11	0.5602	NA	0	0.0000	Unclassified
k127_35028	635	No terminal repeats	NA	2	11	0.5602	NA	0	1.0934	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_23092	286	No terminal repeats	NA	1	11	0.5602	NA	0	0.0000	Unclassified
k127_39195	299	No terminal repeats	NA	1	11	0.5601	NA	0	0.0000	Unclassified
k127_39946	290	No terminal repeats	NA	1	11	0.5601	NA	0	0.0000	Unclassified
k127_13123	301	No terminal repeats	NA	1	11	0.5601	NA	0	0.0000	Unclassified
k127_4595	301	No terminal repeats	NA	1	11	0.5601	NA	0	1.6996	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_19037	301	No terminal repeats	NA	1	11	0.5601	NA	0	0.0000	Unclassified
k127_22280	301	No terminal repeats	NA	2	11	0.5601	NA	0	0.0000	Unclassified
k127_28667	328	No terminal repeats	NA	1	11	0.5601	NA	0	0.0000	Unclassified
k127_44207	300	No terminal repeats	NA	1	11	0.5601	NA	0	0.0000	Unclassified
k127_3613	299	No terminal repeats	NA	2	11	0.5601	NA	0	0.0000	Unclassified
k127_39868	411	No terminal repeats	NA	1	11	0.5601	NA	0	0.0000	Unclassified
k127_37723	300	No terminal repeats	NA	1	11	0.5601	NA	0	0.0000	Unclassified
k127_13764	301	No terminal repeats	NA	1	11	0.5601	NA	0	0.0000	Unclassified
k127_32240	301	No terminal repeats	NA	2	11	0.5601	NA	0	0.0000	Unclassified
k127_37288	301	No terminal repeats	NA	1	11	0.5600	NA	0	0.0000	Unclassified
k127_17871	301	No terminal repeats	NA	2	11	0.5600	NA	0	0.0000	Unclassified
k127_36735	265	No terminal repeats	NA	1	11	0.5600	NA	0	0.0000	Unclassified
k127_35655	294	No terminal repeats	NA	1	11	0.5600	NA	0	0.0000	Unclassified
k127_27839	301	No terminal repeats	NA	1	11	0.5600	NA	0	0.0000	Unclassified
k127_35483	301	No terminal repeats	NA	1	11	0.5600	NA	0	0.0000	Unclassified
k127_10199	231	No terminal repeats	NA	1	11	0.5600	NA	0	0.0000	Unclassified
k127_3950	291	No terminal repeats	NA	1	11	0.5600	NA	0	0.0000	Unclassified
k127_31718	476	No terminal repeats	NA	1	11	0.5600	NA	0	0.0000	Unclassified
k127_39708	226	No terminal repeats	NA	1	11	0.5600	NA	0	0.0000	Unclassified
k127_28971	301	No terminal repeats	NA	1	11	0.5600	NA	0	0.0000	Unclassified
k127_8347	290	No terminal repeats	NA	1	11	0.5599	NA	0	0.0000	Unclassified
k127_23389	298	No terminal repeats	NA	1	11	0.5599	NA	0	0.0000	Unclassified
k127_11000	301	No terminal repeats	NA	2	11	0.5599	NA	0	0.0000	Unclassified
k127_25720	763	No terminal repeats	NA	2	11	0.5599	NA	0	0.0000	Unclassified
k127_18480	525	No terminal repeats	NA	1	11	0.5599	NA	0	0.0000	Unclassified
k127_38237	301	No terminal repeats	NA	1	11	0.5599	NA	0	0.0000	Unclassified
k127_37464	301	No terminal repeats	NA	1	11	0.5599	NA	0	0.0000	Unclassified
k127_9927	300	No terminal repeats	NA	1	11	0.5599	NA	0	0.0000	Unclassified
k127_2604	295	No terminal repeats	NA	2	11	0.5599	NA	0	0.0000	Unclassified
k127_15537	300	No terminal repeats	NA	1	11	0.5599	NA	0	0.0000	Unclassified
k127_44433	299	No terminal repeats	NA	1	11	0.5598	NA	0	0.0000	Unclassified
k127_12349	500	No terminal repeats	NA	2	11	0.5598	NA	0	0.0000	Unclassified
k127_21644	301	No terminal repeats	NA	1	11	0.5598	NA	0	0.0000	Unclassified
k127_17827	301	No terminal repeats	NA	1	11	0.5598	NA	0	0.0000	Unclassified
k127_1912	238	No terminal repeats	NA	1	11	0.5598	NA	0	0.0000	Unclassified
k127_25276	380	No terminal repeats	NA	1	11	0.5598	NA	0	0.0000	Unclassified
k127_11835	280	No terminal repeats	NA	1	11	0.5598	NA	0	0.0000	Unclassified
k127_34486	300	No terminal repeats	NA	1	11	0.5598	NA	0	0.0000	Unclassified
k127_33988	297	No terminal repeats	NA	1	11	0.5598	NA	0	0.0000	Unclassified
k127_21465	298	No terminal repeats	NA	1	11	0.5598	NA	0	0.0000	Unclassified
k127_15773	298	No terminal repeats	NA	2	11	0.5598	NA	0	0.0000	Unclassified
k127_21589	300	No terminal repeats	NA	1	11	0.5598	NA	0	0.0000	Unclassified
k127_24757	298	No terminal repeats	NA	1	11	0.5597	NA	0	0.0000	Unclassified
k127_8063	300	No terminal repeats	NA	2	11	0.5597	NA	0	0.0000	Unclassified
k127_37251	451	No terminal repeats	NA	1	11	0.5597	NA	0	0.0000	Unclassified
k127_44609	277	No terminal repeats	NA	1	11	0.5597	NA	0	0.0000	Unclassified
k127_37674	301	No terminal repeats	NA	1	11	0.5597	NA	0	0.0000	Unclassified
k127_21949	301	No terminal repeats	NA	1	11	0.5597	NA	0	0.0000	Unclassified
k127_40115	301	No terminal repeats	NA	1	11	0.5597	NA	0	0.0000	Unclassified
k127_29634	301	No terminal repeats	NA	1	11	0.5597	NA	0	0.0000	Unclassified
k127_40458	461	No terminal repeats	NA	2	11	0.5597	NA	0	0.0000	Unclassified
k127_3527	300	No terminal repeats	NA	1	11	0.5597	NA	0	0.0000	Unclassified
k127_27757	227	No terminal repeats	NA	1	11	0.5597	NA	0	0.0000	Unclassified
k127_36143	301	No terminal repeats	NA	1	11	0.5597	NA	0	0.0000	Unclassified
k127_34233	301	No terminal repeats	NA	1	11	0.5597	NA	0	0.0000	Unclassified
k127_10305	300	No terminal repeats	NA	1	11	0.5596	NA	0	0.0000	Unclassified
k127_1779	271	No terminal repeats	NA	1	11	0.5596	NA	0	0.0000	Unclassified
k127_30324	290	No terminal repeats	NA	2	11	0.5596	NA	0	0.0000	Unclassified
k127_4528	301	No terminal repeats	NA	1	11	0.5596	NA	0	0.0000	Unclassified
k127_21785	286	No terminal repeats	NA	1	11	0.5596	NA	0	0.0000	Unclassified
k127_18684	301	No terminal repeats	NA	1	11	0.5596	NA	0	0.0000	Unclassified
k127_2466	301	No terminal repeats	NA	1	11	0.5596	NA	0	0.0000	Unclassified
k127_42604	292	No terminal repeats	NA	1	11	0.5596	NA	0	0.0000	Unclassified
k127_27011	301	No terminal repeats	NA	2	11	0.5596	NA	0	0.0000	Unclassified
k127_6184	296	No terminal repeats	NA	1	11	0.5596	NA	0	0.0000	Unclassified
k127_6945	296	No terminal repeats	NA	1	11	0.5596	NA	0	0.0000	Unclassified
k127_12618	301	No terminal repeats	NA	1	11	0.5596	NA	0	0.0000	Unclassified
k127_31517	301	No terminal repeats	NA	1	11	0.5595	NA	0	0.0000	Unclassified
k127_14531	298	No terminal repeats	NA	1	11	0.5595	NA	0	0.0000	Unclassified
k127_44004	307	No terminal repeats	NA	1	11	0.5595	NA	0	0.0000	Unclassified
k127_28756	472	No terminal repeats	NA	2	11	0.5595	NA	0	0.0000	Unclassified
k127_37332	300	No terminal repeats	NA	1	11	0.5595	NA	0	0.0000	Unclassified
k127_21289	301	No terminal repeats	NA	1	11	0.5595	NA	0	0.0000	Unclassified
k127_38923	261	No terminal repeats	NA	1	11	0.5595	NA	0	0.0000	Unclassified
k127_41537	301	No terminal repeats	NA	1	11	0.5595	NA	0	0.0000	Unclassified
k127_29036	301	No terminal repeats	NA	1	11	0.5595	NA	0	0.0000	Unclassified
k127_38721	301	No terminal repeats	NA	1	11	0.5595	NA	0	0.0000	Unclassified
k127_204	297	No terminal repeats	NA	1	11	0.5595	NA	0	0.0000	Unclassified
k127_20076	301	No terminal repeats	NA	2	11	0.5595	NA	0	0.0000	Unclassified
k127_33107	300	No terminal repeats	NA	1	11	0.5595	NA	0	0.0000	Unclassified
k127_17074	300	No terminal repeats	NA	1	11	0.5595	NA	0	0.0000	Unclassified
k127_6650	286	No terminal repeats	NA	1	11	0.5595	NA	0	0.0000	Unclassified
k127_2029	300	No terminal repeats	NA	1	11	0.5595	NA	0	0.0000	Unclassified
k127_33805	301	No terminal repeats	NA	2	11	0.5594	NA	0	0.0000	Unclassified
k127_37331	300	No terminal repeats	NA	1	11	0.5594	NA	0	0.0000	Unclassified
k127_14666	298	No terminal repeats	NA	1	11	0.5594	NA	0	0.0000	Unclassified
k127_7374	291	No terminal repeats	NA	1	11	0.5594	NA	0	0.0000	Unclassified
k127_27646	300	No terminal repeats	NA	1	11	0.5594	NA	0	0.0000	Unclassified
k127_1078	232	No terminal repeats	NA	1	11	0.5594	NA	0	0.0000	Unclassified
k127_5148	252	No terminal repeats	NA	1	11	0.5594	NA	0	0.0000	Unclassified
k127_4804	300	No terminal repeats	NA	1	11	0.5594	NA	0	0.0000	Unclassified
k127_39348	301	No terminal repeats	NA	1	11	0.5594	NA	0	0.0000	Unclassified
k127_30445	314	No terminal repeats	NA	1	11	0.5594	NA	0	0.0000	Unclassified
k127_4838	320	No terminal repeats	NA	1	11	0.5594	NA	0	0.0000	Unclassified
k127_13290	300	No terminal repeats	NA	1	11	0.5594	NA	0	0.0000	Unclassified
k127_22843	278	No terminal repeats	NA	1	11	0.5594	NA	0	0.0000	Unclassified
k127_39564	256	No terminal repeats	NA	1	11	0.5593	NA	0	0.0000	Unclassified
k127_31230	298	No terminal repeats	NA	1	11	0.5593	NA	0	0.0000	Unclassified
k127_2685	238	No terminal repeats	NA	1	11	0.5593	NA	0	0.0000	Unclassified
k127_6485	301	No terminal repeats	NA	1	11	0.5593	NA	0	0.0000	Unclassified
k127_16975	301	No terminal repeats	NA	1	11	0.5593	NA	0	0.0000	Unclassified
k127_36479	294	No terminal repeats	NA	1	11	0.5593	NA	0	0.0000	Unclassified
k127_1831	488	No terminal repeats	NA	1	11	0.5593	NA	0	0.0000	Unclassified
k127_7754	300	No terminal repeats	NA	1	11	0.5593	NA	0	0.0000	Unclassified
k127_32162	299	No terminal repeats	NA	2	11	0.5593	NA	0	0.0000	Unclassified
k127_35692	301	No terminal repeats	NA	1	11	0.5593	NA	0	0.0000	Unclassified
k127_17959	300	No terminal repeats	NA	1	11	0.5593	NA	0	0.0000	Unclassified
k127_26751	300	No terminal repeats	NA	2	11	0.5593	NA	0	0.0000	Unclassified
k127_25634	301	No terminal repeats	NA	1	11	0.5593	NA	0	0.0000	Unclassified
k127_36594	296	No terminal repeats	NA	1	11	0.5593	NA	0	0.0000	Unclassified
k127_44316	299	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_8935	300	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_37517	283	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_3238	300	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_14924	282	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_39814	301	No terminal repeats	NA	2	11	0.5592	NA	0	0.0000	Unclassified
k127_14301	301	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_7626	276	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_22269	300	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_36330	484	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_8573	301	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_33656	296	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_30579	357	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_43433	287	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_36018	301	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_8661	300	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_44137	300	No terminal repeats	NA	2	11	0.5592	NA	0	0.0000	Unclassified
k127_29336	300	No terminal repeats	NA	1	11	0.5592	NA	0	0.0000	Unclassified
k127_36907	297	No terminal repeats	NA	1	11	0.5591	NA	0	0.0000	Unclassified
k127_28375	300	No terminal repeats	NA	1	11	0.5591	NA	0	0.0000	Unclassified
k127_26540	263	No terminal repeats	NA	1	11	0.5591	NA	0	0.0000	Unclassified
k127_40835	287	No terminal repeats	NA	1	11	0.5591	NA	0	0.0000	Unclassified
k127_9258	301	No terminal repeats	NA	1	11	0.5591	NA	0	0.0000	Unclassified
k127_29791	279	No terminal repeats	NA	1	11	0.5591	NA	0	0.0000	Unclassified
k127_26356	298	No terminal repeats	NA	1	11	0.5591	NA	0	0.0000	Unclassified
k127_27113	383	No terminal repeats	NA	1	11	0.5591	NA	0	0.0000	Unclassified
k127_14475	301	No terminal repeats	NA	1	11	0.5591	NA	0	0.0000	Unclassified
k127_24006	300	No terminal repeats	NA	1	11	0.5591	NA	0	0.0000	Unclassified
k127_42700	298	No terminal repeats	NA	1	11	0.5591	NA	0	0.0000	Unclassified
k127_30624	301	No terminal repeats	NA	2	11	0.5591	NA	0	0.0000	Unclassified
k127_11519	296	No terminal repeats	NA	1	11	0.5591	NA	0	0.0000	Unclassified
k127_32745	288	No terminal repeats	NA	1	11	0.5591	NA	0	0.0000	Unclassified
k127_44112	298	No terminal repeats	NA	1	11	0.5590	NA	0	0.0000	Unclassified
k127_1909	301	No terminal repeats	NA	1	11	0.5590	NA	0	0.0000	Unclassified
k127_2451	288	No terminal repeats	NA	1	11	0.5590	NA	0	0.0000	Unclassified
k127_7110	297	No terminal repeats	NA	1	11	0.5590	NA	0	0.0000	Unclassified
k127_1621	282	No terminal repeats	NA	1	11	0.5590	NA	0	0.0000	Unclassified
k127_16293	250	No terminal repeats	NA	2	11	0.5590	NA	0	0.0000	Unclassified
k127_23256	513	No terminal repeats	NA	2	11	0.5590	NA	0	0.0000	Unclassified
k127_11949	301	No terminal repeats	NA	1	11	0.5590	NA	0	0.0000	Unclassified
k127_1434	251	No terminal repeats	NA	1	11	0.5590	NA	0	0.0000	Unclassified
k127_16383	301	No terminal repeats	NA	1	11	0.5590	NA	0	0.0000	Unclassified
k127_20691	299	No terminal repeats	NA	1	11	0.5590	NA	0	0.0000	Unclassified
k127_16899	412	No terminal repeats	NA	1	11	0.5590	NA	0	0.0000	Unclassified
k127_33290	298	No terminal repeats	NA	1	11	0.5590	NA	0	0.0000	Unclassified
k127_16513	275	No terminal repeats	NA	1	11	0.5590	NA	0	0.0000	Unclassified
k127_10399	301	No terminal repeats	NA	2	11	0.5590	NA	0	0.0000	Unclassified
k127_4242	293	No terminal repeats	NA	2	11	0.5590	NA	0	0.0000	Unclassified
k127_18266	300	No terminal repeats	NA	1	11	0.5589	NA	0	0.0000	Unclassified
k127_11371	300	No terminal repeats	NA	1	11	0.5589	NA	0	0.0000	Unclassified
k127_16262	301	No terminal repeats	NA	1	11	0.5589	NA	0	0.0000	Unclassified
k127_21346	301	No terminal repeats	NA	1	11	0.5589	NA	0	0.0000	Unclassified
k127_4722	257	No terminal repeats	NA	1	11	0.5589	NA	0	0.0000	Unclassified
k127_21311	301	No terminal repeats	NA	1	11	0.5589	NA	0	0.0000	Unclassified
k127_10924	297	No terminal repeats	NA	1	11	0.5589	NA	0	1.3896	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_13582	414	No terminal repeats	NA	1	11	0.5589	NA	0	0.0000	Unclassified
k127_43397	300	No terminal repeats	NA	1	11	0.5589	NA	0	0.0000	Unclassified
k127_25447	293	No terminal repeats	NA	1	11	0.5589	NA	0	0.0000	Unclassified
k127_15434	300	No terminal repeats	NA	1	11	0.5588	NA	0	1.6868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_26548	297	No terminal repeats	NA	1	11	0.5588	NA	0	0.0000	Unclassified
k127_24654	298	No terminal repeats	NA	1	11	0.5588	NA	0	0.0000	Unclassified
k127_8150	522	No terminal repeats	NA	3	11	0.5588	NA	0	0.0000	Unclassified
k127_41605	301	No terminal repeats	NA	1	11	0.5588	NA	0	0.0000	Unclassified
k127_34612	300	No terminal repeats	NA	1	11	0.5588	NA	0	0.0000	Unclassified
k127_21107	814	No terminal repeats	NA	1	11	0.5588	NA	0	0.0000	Unclassified
k127_31871	300	No terminal repeats	NA	1	11	0.5588	NA	0	0.0000	Unclassified
k127_7367	332	No terminal repeats	NA	2	11	0.5588	NA	0	0.0000	Unclassified
k127_2164	300	No terminal repeats	NA	2	11	0.5587	NA	0	0.0000	Unclassified
k127_15423	276	No terminal repeats	NA	1	11	0.5587	NA	0	0.0000	Unclassified
k127_9305	301	No terminal repeats	NA	1	11	0.5587	NA	0	0.0000	Unclassified
k127_8137	300	No terminal repeats	NA	1	11	0.5587	NA	0	0.0000	Unclassified
k127_19207	335	No terminal repeats	NA	1	11	0.5587	NA	0	0.0000	Unclassified
k127_22669	298	No terminal repeats	NA	1	11	0.5587	NA	0	0.0000	Unclassified
k127_26980	318	No terminal repeats	NA	1	11	0.5587	NA	0	1.3614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_13960	298	No terminal repeats	NA	2	11	0.5587	NA	0	0.0000	Unclassified
k127_19194	301	No terminal repeats	NA	1	11	0.5587	NA	0	0.0000	Unclassified
k127_32747	591	No terminal repeats	NA	1	11	0.5587	NA	0	0.0000	Unclassified
k127_16725	301	No terminal repeats	NA	1	11	0.5587	NA	0	0.0000	Unclassified
k127_43505	300	No terminal repeats	NA	1	11	0.5587	NA	0	0.0000	Unclassified
k127_8713	544	No terminal repeats	NA	1	11	0.5587	NA	0	0.0000	Unclassified
k127_12624	291	No terminal repeats	NA	2	11	0.5587	NA	0	0.0000	Unclassified
k127_28969	300	No terminal repeats	NA	1	11	0.5587	NA	0	0.0000	Unclassified
k127_38969	395	No terminal repeats	NA	1	11	0.5587	NA	0	0.0000	Unclassified
k127_36686	523	No terminal repeats	NA	1	11	0.5586	NA	0	0.0000	Unclassified
k127_10896	443	No terminal repeats	NA	1	11	0.5586	NA	0	0.0000	Unclassified
k127_24274	300	No terminal repeats	NA	1	11	0.5586	NA	0	0.0000	Unclassified
k127_1692	297	No terminal repeats	NA	1	11	0.5586	NA	0	0.0000	Unclassified
k127_41425	227	No terminal repeats	NA	1	11	0.5586	NA	0	0.0000	Unclassified
k127_6220	258	No terminal repeats	NA	1	11	0.5586	NA	0	0.0000	Unclassified
k127_4958	300	No terminal repeats	NA	0	11	0.5586	NA	0	0.0000	Unclassified
k127_39778	299	No terminal repeats	NA	1	11	0.5586	NA	0	0.0000	Unclassified
k127_41528	300	No terminal repeats	NA	1	11	0.5586	NA	0	1.4578	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_42468	301	No terminal repeats	NA	2	11	0.5586	NA	0	0.0000	Unclassified
k127_23615	300	No terminal repeats	NA	2	11	0.5586	NA	0	0.0000	Unclassified
k127_23180	299	No terminal repeats	NA	1	11	0.5586	NA	0	0.0000	Unclassified
k127_25794	506	No terminal repeats	NA	2	11	0.5586	NA	0	1.6828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3965	526	No terminal repeats	NA	1	11	0.5586	NA	0	0.0000	Unclassified
k127_4937	297	No terminal repeats	NA	1	11	0.5586	NA	0	0.0000	Unclassified
k127_42450	301	No terminal repeats	NA	1	11	0.5586	NA	0	0.0000	Unclassified
k127_28151	279	No terminal repeats	NA	1	11	0.5586	NA	0	0.0000	Unclassified
k127_678	277	No terminal repeats	NA	1	11	0.5585	NA	0	0.0000	Unclassified
k127_39506	300	No terminal repeats	NA	1	11	0.5585	NA	0	0.0000	Unclassified
k127_38910	290	No terminal repeats	NA	2	11	0.5585	NA	0	0.0000	Unclassified
k127_30057	294	No terminal repeats	NA	1	11	0.5585	NA	0	0.0000	Unclassified
k127_31409	398	No terminal repeats	NA	1	11	0.5585	NA	0	0.0000	Unclassified
k127_33845	297	No terminal repeats	NA	1	11	0.5585	NA	0	0.0000	Unclassified
k127_2567	300	No terminal repeats	NA	1	11	0.5585	NA	0	0.0000	Unclassified
k127_1827	301	No terminal repeats	NA	1	11	0.5585	NA	0	0.0000	Unclassified
k127_20595	301	No terminal repeats	NA	1	11	0.5585	NA	0	0.0000	Unclassified
k127_43410	389	No terminal repeats	NA	2	11	0.5585	NA	0	0.0000	Unclassified
k127_20277	298	No terminal repeats	NA	1	11	0.5585	NA	0	0.0000	Unclassified
k127_13510	469	No terminal repeats	NA	1	11	0.5584	NA	0	0.0000	Unclassified
k127_20789	318	No terminal repeats	NA	1	11	0.5584	NA	0	0.0000	Unclassified
k127_19782	301	No terminal repeats	NA	1	11	0.5584	NA	0	0.0000	Unclassified
k127_14969	705	No terminal repeats	NA	2	11	0.5584	NA	0	0.0000	Unclassified
k127_17221	287	No terminal repeats	NA	2	11	0.5584	NA	0	0.0000	Unclassified
k127_35482	301	No terminal repeats	NA	2	11	0.5584	NA	0	0.0000	Unclassified
k127_36368	301	No terminal repeats	NA	1	11	0.5584	NA	0	0.0000	Unclassified
k127_16267	299	No terminal repeats	NA	1	11	0.5584	NA	0	0.0000	Unclassified
k127_8405	345	No terminal repeats	NA	1	11	0.5584	NA	0	0.0000	Unclassified
k127_38715	300	No terminal repeats	NA	1	11	0.5584	NA	0	0.0000	Unclassified
k127_35469	299	No terminal repeats	NA	1	11	0.5584	NA	0	0.0000	Unclassified
k127_9539	560	No terminal repeats	NA	2	11	0.5584	NA	0	0.0000	Unclassified
k127_16768	301	No terminal repeats	NA	1	11	0.5584	NA	0	0.0000	Unclassified
k127_44701	555	No terminal repeats	NA	1	11	0.5584	NA	0	0.0000	Unclassified
k127_13931	293	No terminal repeats	NA	1	11	0.5584	NA	0	0.0000	Unclassified
k127_18297	294	No terminal repeats	NA	1	11	0.5583	NA	0	0.0000	Unclassified
k127_10477	301	No terminal repeats	NA	1	11	0.5583	NA	0	0.0000	Unclassified
k127_38165	301	No terminal repeats	NA	1	11	0.5583	NA	0	0.0000	Unclassified
k127_12015	300	No terminal repeats	NA	1	11	0.5583	NA	0	0.0000	Unclassified
k127_19102	332	No terminal repeats	NA	2	11	0.5583	NA	0	0.0000	Unclassified
k127_3623	300	No terminal repeats	NA	1	11	0.5583	NA	0	0.0000	Unclassified
k127_22307	296	No terminal repeats	NA	1	11	0.5583	NA	0	0.0000	Unclassified
k127_26498	294	No terminal repeats	NA	2	11	0.5583	NA	0	0.0000	Unclassified
k127_32326	301	No terminal repeats	NA	1	11	0.5582	NA	0	0.0000	Unclassified
k127_18992	294	No terminal repeats	NA	1	11	0.5582	NA	0	0.0000	Unclassified
k127_14085	288	No terminal repeats	NA	1	11	0.5582	NA	0	0.0000	Unclassified
k127_8892	301	No terminal repeats	NA	1	11	0.5582	NA	0	0.0000	Unclassified
k127_26440	301	No terminal repeats	NA	1	11	0.5582	NA	0	0.0000	Unclassified
k127_31867	270	No terminal repeats	NA	2	11	0.5582	NA	0	0.0000	Unclassified
k127_2513	485	No terminal repeats	NA	1	11	0.5582	NA	0	0.0000	Unclassified
k127_40976	561	No terminal repeats	NA	2	11	0.5582	NA	0	1.6416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_40716	301	No terminal repeats	NA	1	11	0.5582	NA	0	0.0000	Unclassified
k127_13797	311	No terminal repeats	NA	1	11	0.5582	NA	0	0.0000	Unclassified
k127_43165	301	No terminal repeats	NA	1	11	0.5582	NA	0	0.0000	Unclassified
k127_36953	301	No terminal repeats	NA	1	11	0.5582	NA	0	0.0000	Unclassified
k127_30376	301	No terminal repeats	NA	2	11	0.5582	NA	0	0.0000	Unclassified
k127_38941	301	No terminal repeats	NA	1	11	0.5582	NA	0	0.0000	Unclassified
k127_1099	301	No terminal repeats	NA	1	11	0.5581	NA	0	0.0000	Unclassified
k127_2330	283	No terminal repeats	NA	1	11	0.5581	NA	0	0.0000	Unclassified
k127_20906	290	No terminal repeats	NA	1	11	0.5581	NA	0	0.0000	Unclassified
k127_32702	526	No terminal repeats	NA	2	11	0.5581	NA	0	0.0000	Unclassified
k127_30780	290	No terminal repeats	NA	2	11	0.5581	NA	0	0.0000	Unclassified
k127_27926	391	No terminal repeats	NA	1	11	0.5581	NA	0	0.0000	Unclassified
k127_26385	351	No terminal repeats	NA	1	11	0.5581	NA	0	0.0000	Unclassified
k127_24234	301	No terminal repeats	NA	1	11	0.5581	NA	0	0.0000	Unclassified
k127_18437	980	No terminal repeats	NA	2	11	0.5581	NA	0	0.0000	Unclassified
k127_15050	385	No terminal repeats	NA	1	11	0.5581	NA	0	0.0000	Unclassified
k127_8998	301	No terminal repeats	NA	1	11	0.5581	NA	0	0.0000	Unclassified
k127_12940	298	No terminal repeats	NA	1	11	0.5581	NA	0	0.0000	Unclassified
k127_40666	283	No terminal repeats	NA	1	11	0.5580	NA	0	0.0000	Unclassified
k127_29874	301	No terminal repeats	NA	1	11	0.5580	NA	0	0.0000	Unclassified
k127_19339	534	No terminal repeats	NA	1	11	0.5580	NA	0	0.0000	Unclassified
k127_30854	300	No terminal repeats	NA	1	11	0.5580	NA	0	0.0000	Unclassified
